place,temp,pressure,humidity,visibility,wind_speed,clouds,ts,DayOfWeek,Hour,Day,Month,M-,A-,ул.,улица,ш.,шоссе,пр-т,проспект,other,Гос,улицы,шоссе,проспекты
M-11,14.4,1002,77,10000,1,75,2019-07-09 00:00:00,3,0,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Каширское шоссе,13.39,1002,93,10000,2,0,2019-07-09 02:00:00,3,2,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
ТТК - Южнопортовая ул. (по ТТК внешняя сторона) 5-4 (2),13.39,1002,93,10000,2,0,2019-07-09 02:00:00,3,2,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0
улица Молдагуловой,12.79,1002,87,10000,2,0,2019-07-09 03:00:00,3,3,9,7,0,0,0,1,0,0,0,0,0,0,1,0,0
M-2,12.49,1001,100,10000,2,0,2019-07-09 06:00:00,3,6,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Косинское шоссе,12.49,1001,100,10000,2,0,2019-07-09 06:00:00,3,6,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Рублево-Успенское шоссе,12.49,1001,100,10000,2,0,2019-07-09 06:00:00,3,6,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
M-4,14.86,1001,82,10000,2,0,2019-07-09 07:00:00,3,7,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Озерная улица,14.86,1001,82,10000,2,0,2019-07-09 07:00:00,3,7,9,7,0,0,0,1,0,0,0,0,0,0,1,0,0
Ткацкая ул. - Вельяминовская ул.,14.86,1001,82,10000,2,0,2019-07-09 07:00:00,3,7,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0
ТТК - ш. Энтузиастов 	5-4 (2) (по ТТК на Юг) 6-5 (2) (по ТТК на Север) 5-3 (2) (по шоссе Энтузиастов в центр),14.86,1001,82,10000,2,0,2019-07-09 07:00:00,3,7,9,7,0,0,0,0,1,1,0,0,0,0,0,1,0
ТТК - Южнопортовая ул. (по ТТК внешняя сторона) 5-4 (2),14.86,1001,82,10000,2,0,2019-07-09 07:00:00,3,7,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0
M-10,16.71,1001,67,10000,2,0,2019-07-09 08:00:00,3,8,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-2,16.71,1001,67,10000,2,0,2019-07-09 08:00:00,3,8,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-4,16.71,1001,67,10000,2,0,2019-07-09 08:00:00,3,8,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Дмитровское ш. - Станционная ул. (по Дмитровке в область) 6-4 (2),16.71,1001,67,10000,2,0,2019-07-09 08:00:00,3,8,9,7,0,0,1,0,1,0,0,0,0,0,1,1,0
Каширское шоссе,16.71,1001,67,10000,2,0,2019-07-09 08:00:00,3,8,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Проезд Карамзина,16.71,1001,67,10000,2,0,2019-07-09 08:00:00,3,8,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Профсоюзная ул., д.41 по ул. Генерала Тюленева",16.71,1001,67,10000,2,0,2019-07-09 08:00:00,3,8,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0
"пр-т Андропова, д.25 - ул. Новинки",16.71,1001,67,10000,2,0,2019-07-09 08:00:00,3,8,9,7,0,0,1,0,0,0,1,0,0,0,1,0,1
"пр-т Андропова, д.36",16.71,1001,67,10000,2,0,2019-07-09 08:00:00,3,8,9,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Рязанский проспект,16.71,1001,67,10000,2,0,2019-07-09 08:00:00,3,8,9,7,0,0,0,0,0,0,0,1,0,0,0,0,1
ТТК - пр-т Мира (по ТТК на запад) 6-5 (2),16.71,1001,67,10000,2,0,2019-07-09 08:00:00,3,8,9,7,0,0,0,0,0,0,1,0,0,0,0,0,1
A-130,17.8,1001,63,10000,3,20,2019-07-09 09:00:00,3,9,9,7,0,1,0,0,0,0,0,0,0,1,0,0,0
M-2,17.8,1001,63,10000,3,20,2019-07-09 09:00:00,3,9,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-5,17.8,1001,63,10000,3,20,2019-07-09 09:00:00,3,9,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
"Волгоградский пр-т, д.32, корп.11",17.8,1001,63,10000,3,20,2019-07-09 09:00:00,3,9,9,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Волоколамское шоссе,17.8,1001,63,10000,3,20,2019-07-09 09:00:00,3,9,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Каширское - пр-т Андропова (съезд с каширки на Анропова, направление в центр) (2) 5-3",17.8,1001,63,10000,3,20,2019-07-09 09:00:00,3,9,9,7,0,0,0,0,0,0,1,0,0,0,0,0,1
"Ломоносовский пр-т, д.27",17.8,1001,63,10000,3,20,2019-07-09 09:00:00,3,9,9,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Новоегорьевское шоссе,17.8,1001,63,10000,3,20,2019-07-09 09:00:00,3,9,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
ТТК - пр-т Мира (по ТТК на запад) 6-5 (2),17.8,1001,63,10000,3,20,2019-07-09 09:00:00,3,9,9,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - ш. Энтузиастов 	5-4 (2) (по ТТК на Юг) 6-5 (2) (по ТТК на Север) 5-3 (2) (по шоссе Энтузиастов в центр),17.8,1001,63,10000,3,20,2019-07-09 09:00:00,3,9,9,7,0,0,0,0,1,1,0,0,0,0,0,1,0
"ул. Новый Арбат, д.31/12",17.8,1001,63,10000,3,20,2019-07-09 09:00:00,3,9,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0
Ярославское шоссе,17.8,1001,63,10000,3,20,2019-07-09 09:00:00,3,9,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
A-103,19.21,1001,55,10000,3,40,2019-07-09 10:00:00,3,10,9,7,0,1,0,0,0,0,0,0,0,1,0,0,0
M-3,19.21,1001,55,10000,3,40,2019-07-09 10:00:00,3,10,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-7,19.21,1001,55,10000,3,40,2019-07-09 10:00:00,3,10,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Волоколамское шоссе,19.21,1001,55,10000,3,40,2019-07-09 10:00:00,3,10,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Каширское - Варшавское (соединение каширки и варшавки в центр) (2) 7-5,19.21,1001,55,10000,3,40,2019-07-09 10:00:00,3,10,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Косинское шоссе,19.21,1001,55,10000,3,40,2019-07-09 10:00:00,3,10,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Носовихинское шоссе,19.21,1001,55,10000,3,40,2019-07-09 10:00:00,3,10,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Озерная улица,19.21,1001,55,10000,3,40,2019-07-09 10:00:00,3,10,9,7,0,0,0,1,0,0,0,0,0,0,1,0,0
Осташковское шоссе,19.21,1001,55,10000,3,40,2019-07-09 10:00:00,3,10,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Профсоюзная ул., д.41 по ул. Генерала Тюленева",19.21,1001,55,10000,3,40,2019-07-09 10:00:00,3,10,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0
Рублево-Успенское шоссе,19.21,1001,55,10000,3,40,2019-07-09 10:00:00,3,10,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Севастопольский пр-т, д.17, корп.1",19.21,1001,55,10000,3,40,2019-07-09 10:00:00,3,10,9,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - пр-т Мира (по ТТК на запад) 6-5 (2),19.21,1001,55,10000,3,40,2019-07-09 10:00:00,3,10,9,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - Русаковская ул. 6-4 (2),19.21,1001,55,10000,3,40,2019-07-09 10:00:00,3,10,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0
ТТК - Южнопортовая ул. (по ТТК внешняя сторона) 5-4 (2),19.21,1001,55,10000,3,40,2019-07-09 10:00:00,3,10,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0
улица Николая Старостина,19.21,1001,55,10000,3,40,2019-07-09 10:00:00,3,10,9,7,0,0,0,1,0,0,0,0,0,0,1,0,0
"ул. Липецкая, д.52А",19.21,1001,55,10000,3,40,2019-07-09 10:00:00,3,10,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0
A-130,19.72,1001,49,10000,3,40,2019-07-09 11:00:00,3,11,9,7,0,1,0,0,0,0,0,0,0,1,0,0,0
M-4,19.72,1001,49,10000,3,40,2019-07-09 11:00:00,3,11,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Бесединское шоссе,19.72,1001,49,10000,3,40,2019-07-09 11:00:00,3,11,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Каширское шоссе,19.72,1001,49,10000,3,40,2019-07-09 11:00:00,3,11,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Маяковский тоннель (внешняя сторона, на запад) (2) 6-5",19.72,1001,49,10000,3,40,2019-07-09 11:00:00,3,11,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Озерная улица,19.72,1001,49,10000,3,40,2019-07-09 11:00:00,3,11,9,7,0,0,0,1,0,0,0,0,0,0,1,0,0
"Профсоюзная ул., д.41 по ул. Генерала Тюленева",19.72,1001,49,10000,3,40,2019-07-09 11:00:00,3,11,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0
ТТК - пр-т Мира (по ТТК на запад) 6-5 (2),19.72,1001,49,10000,3,40,2019-07-09 11:00:00,3,11,9,7,0,0,0,0,0,0,1,0,0,0,0,0,1
улица Свободы,19.72,1001,49,10000,3,40,2019-07-09 11:00:00,3,11,9,7,0,0,0,1,0,0,0,0,0,0,1,0,0
"ул. Новый Арбат, д.31/12",19.72,1001,49,10000,3,40,2019-07-09 11:00:00,3,11,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0
"Широкая ул., д.8",19.72,1001,49,10000,3,40,2019-07-09 11:00:00,3,11,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0
M-4,19.84,1000,52,10000,5,40,2019-07-09 12:00:00,3,12,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-7,19.84,1000,52,10000,5,40,2019-07-09 12:00:00,3,12,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Бесединское шоссе,19.84,1000,52,10000,5,40,2019-07-09 12:00:00,3,12,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Волоколамское шоссе,19.84,1000,52,10000,5,40,2019-07-09 12:00:00,3,12,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Зацепский вал., д.5",19.84,1000,52,10000,5,40,2019-07-09 12:00:00,3,12,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Новоегорьевское шоссе,19.84,1000,52,10000,5,40,2019-07-09 12:00:00,3,12,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Осташковское шоссе,19.84,1000,52,10000,5,40,2019-07-09 12:00:00,3,12,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Площадь Серпуховская застава,19.84,1000,52,10000,5,40,2019-07-09 12:00:00,3,12,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Ярославское шоссе,19.84,1000,52,10000,5,40,2019-07-09 12:00:00,3,12,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
M-1,20.84,1000,55,10000,5,40,2019-07-09 13:00:00,3,13,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-10,20.84,1000,55,10000,5,40,2019-07-09 13:00:00,3,13,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-2,20.84,1000,55,10000,5,40,2019-07-09 13:00:00,3,13,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-4,20.84,1000,55,10000,5,40,2019-07-09 13:00:00,3,13,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-5,20.84,1000,55,10000,5,40,2019-07-09 13:00:00,3,13,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Бусиновский проезд,20.84,1000,55,10000,5,40,2019-07-09 13:00:00,3,13,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Волжский  бул., д.51а",20.84,1000,55,10000,5,40,2019-07-09 13:00:00,3,13,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0
Волоколамское шоссе,20.84,1000,55,10000,5,40,2019-07-09 13:00:00,3,13,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Мякининский проезд,20.84,1000,55,10000,5,40,2019-07-09 13:00:00,3,13,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Новоегорьевское шоссе,20.84,1000,55,10000,5,40,2019-07-09 13:00:00,3,13,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Пр-т Мира, д.1-11   4-3",20.84,1000,55,10000,5,40,2019-07-09 13:00:00,3,13,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Рязанский проспект,20.84,1000,55,10000,5,40,2019-07-09 13:00:00,3,13,9,7,0,0,0,0,0,0,0,1,0,0,0,0,1
ТТК - Русаковская ул. 6-4 (2),20.84,1000,55,10000,5,40,2019-07-09 13:00:00,3,13,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0
улица Николая Старостина,20.84,1000,55,10000,5,40,2019-07-09 13:00:00,3,13,9,7,0,0,0,1,0,0,0,0,0,0,1,0,0
Ярославское шоссе,20.84,1000,55,10000,5,40,2019-07-09 13:00:00,3,13,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
A-130,21.01,1000,49,10000,4,75,2019-07-09 14:00:00,3,14,9,7,0,1,0,0,0,0,0,0,0,1,0,0,0
M-2,21.01,1000,49,10000,4,75,2019-07-09 14:00:00,3,14,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-9,21.01,1000,49,10000,4,75,2019-07-09 14:00:00,3,14,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Бесединское шоссе,21.01,1000,49,10000,4,75,2019-07-09 14:00:00,3,14,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Волоколамское шоссе,21.01,1000,49,10000,4,75,2019-07-09 14:00:00,3,14,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Дмитровское Ш. - Ул. Руставели ( по дмитровке в центр) (2) 4-3,21.01,1000,49,10000,4,75,2019-07-09 14:00:00,3,14,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Маяковский тоннель (внешняя сторона, на запад) (2) 6-5",21.01,1000,49,10000,4,75,2019-07-09 14:00:00,3,14,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Осташковское шоссе,21.01,1000,49,10000,4,75,2019-07-09 14:00:00,3,14,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Пр-т Мира, д.1-11   4-3",21.01,1000,49,10000,4,75,2019-07-09 14:00:00,3,14,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Рязанский проспект,21.01,1000,49,10000,4,75,2019-07-09 14:00:00,3,14,9,7,0,0,0,0,0,0,0,1,0,0,0,0,1
ТТК - Варшавское ш. 5-4 (2) (по ТТК на восток),21.01,1000,49,10000,4,75,2019-07-09 14:00:00,3,14,9,7,0,0,0,0,1,0,0,0,0,0,0,1,0
"ТТК (внутренняя сторона) Велозаводская ул., д.13",21.01,1000,49,10000,4,75,2019-07-09 14:00:00,3,14,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0
"ТТК - Ленинградский пр-т   ( по беговой ул. ТТК на юго-запад) 6-5, 6-5 (2)",21.01,1000,49,10000,4,75,2019-07-09 14:00:00,3,14,9,7,0,0,1,0,0,0,1,0,0,0,1,0,1
ТТК - Русаковская ул. 6-4 (2),21.01,1000,49,10000,4,75,2019-07-09 14:00:00,3,14,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0
улица Генерала Дорохова,21.01,1000,49,10000,4,75,2019-07-09 14:00:00,3,14,9,7,0,0,0,1,0,0,0,0,0,0,1,0,0
улица Молдагуловой,21.01,1000,49,10000,4,75,2019-07-09 14:00:00,3,14,9,7,0,0,0,1,0,0,0,0,0,0,1,0,0
улица Саломеи Нерис,21.01,1000,49,10000,4,75,2019-07-09 14:00:00,3,14,9,7,0,0,0,1,0,0,0,0,0,0,1,0,0
M-2,21.2,999,46,10000,3,75,2019-07-09 15:00:00,3,15,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-5,21.2,999,46,10000,3,75,2019-07-09 15:00:00,3,15,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
"Волгоградский пр-т, д.40",21.2,999,46,10000,3,75,2019-07-09 15:00:00,3,15,9,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Косинское шоссе,21.2,999,46,10000,3,75,2019-07-09 15:00:00,3,15,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Маяковский тоннель (внешняя сторона, на запад) (2) 6-5",21.2,999,46,10000,3,75,2019-07-09 15:00:00,3,15,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Новоегорьевское шоссе,21.2,999,46,10000,3,75,2019-07-09 15:00:00,3,15,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Рязанский проспект,21.2,999,46,10000,3,75,2019-07-09 15:00:00,3,15,9,7,0,0,0,0,0,0,0,1,0,0,0,0,1
"Сущевский вал, д.24",21.2,999,46,10000,3,75,2019-07-09 15:00:00,3,15,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0
ТТК - Варшавское ш. 5-4 (2) (по ТТК на восток),21.2,999,46,10000,3,75,2019-07-09 15:00:00,3,15,9,7,0,0,0,0,1,0,0,0,0,0,0,1,0
"ТТК (внутренняя сторона) Велозаводская ул., д.13",21.2,999,46,10000,3,75,2019-07-09 15:00:00,3,15,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0
ТТК - пр-т Мира (по ТТК на запад) 6-5 (2),21.2,999,46,10000,3,75,2019-07-09 15:00:00,3,15,9,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - Южнопортовая ул. (по ТТК внешняя сторона) 5-4 (2),21.2,999,46,10000,3,75,2019-07-09 15:00:00,3,15,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0
улица Генерала Дорохова,21.2,999,46,10000,3,75,2019-07-09 15:00:00,3,15,9,7,0,0,0,1,0,0,0,0,0,0,1,0,0
"ул. Крымский вал, д.9, стр.45 (внутр.)",21.2,999,46,10000,3,75,2019-07-09 15:00:00,3,15,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0
Ярославское шоссе,21.2,999,46,10000,3,75,2019-07-09 15:00:00,3,15,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Бесединское шоссе,21.2,999,46,10000,4,75,2019-07-09 16:00:00,3,16,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Зацепский вал., д.5",21.2,999,46,10000,4,75,2019-07-09 16:00:00,3,16,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Земляной вал, д.24/30, стр.1а",21.2,999,46,10000,4,75,2019-07-09 16:00:00,3,16,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ленинский пр-т, д.60, 61, 62, 63",21.2,999,46,10000,4,75,2019-07-09 16:00:00,3,16,9,7,0,0,0,0,0,0,1,0,0,0,0,0,1
"Маяковский тоннель (внешняя сторона, на запад) (2) 6-5",21.2,999,46,10000,4,75,2019-07-09 16:00:00,3,16,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Пр-т Мира, д.1-11   4-3",21.2,999,46,10000,4,75,2019-07-09 16:00:00,3,16,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Севастопольский пр-т, д.83, корп.2",21.2,999,46,10000,4,75,2019-07-09 16:00:00,3,16,9,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - Варшавское ш. 5-4 (2) (по ТТК на восток),21.2,999,46,10000,4,75,2019-07-09 16:00:00,3,16,9,7,0,0,0,0,1,0,0,0,0,0,0,1,0
"ТТК (внутренняя сторона) Велозаводская ул., д.13",21.2,999,46,10000,4,75,2019-07-09 16:00:00,3,16,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0
ТТК - Комсомольский пр-т 5-3 (2) (по Комсомольскому пр-ту в область),21.2,999,46,10000,4,75,2019-07-09 16:00:00,3,16,9,7,0,0,0,0,0,0,1,0,0,0,0,0,1
улица Капотня,21.2,999,46,10000,4,75,2019-07-09 16:00:00,3,16,9,7,0,0,0,1,0,0,0,0,0,0,1,0,0
Ярославское шоссе,21.2,999,46,10000,4,75,2019-07-09 16:00:00,3,16,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
A-103,21,999,45,10000,3,75,2019-07-09 17:00:00,3,17,9,7,0,1,0,0,0,0,0,0,0,1,0,0,0
M-10,21,999,45,10000,3,75,2019-07-09 17:00:00,3,17,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-7,21,999,45,10000,3,75,2019-07-09 17:00:00,3,17,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Бесединское шоссе,21,999,45,10000,3,75,2019-07-09 17:00:00,3,17,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Дмитровское ш. - Станционная ул. (по Дмитровке в область) 6-4 (2),21,999,45,10000,3,75,2019-07-09 17:00:00,3,17,9,7,0,0,1,0,1,0,0,0,0,0,1,1,0
Дмитровское Ш. - Ул. Руставели ( по дмитровке в центр) (2) 4-3,21,999,45,10000,3,75,2019-07-09 17:00:00,3,17,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Косинское шоссе,21,999,45,10000,3,75,2019-07-09 17:00:00,3,17,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Ломоносовский пр-т, д.27",21,999,45,10000,3,75,2019-07-09 17:00:00,3,17,9,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Новоегорьевское шоссе,21,999,45,10000,3,75,2019-07-09 17:00:00,3,17,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Носовихинское шоссе,21,999,45,10000,3,75,2019-07-09 17:00:00,3,17,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Осташковское шоссе,21,999,45,10000,3,75,2019-07-09 17:00:00,3,17,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Сколковское шоссе,21,999,45,10000,3,75,2019-07-09 17:00:00,3,17,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
ТТК - Варшавское ш. 5-4 (2) (по ТТК на восток),21,999,45,10000,3,75,2019-07-09 17:00:00,3,17,9,7,0,0,0,0,1,0,0,0,0,0,0,1,0
"ТТК - пр-т Андропова (по Андропова в область) (3) 4-3, 3-2",21,999,45,10000,3,75,2019-07-09 17:00:00,3,17,9,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - пр-т Мира (по ТТК на запад) 6-5 (2),21,999,45,10000,3,75,2019-07-09 17:00:00,3,17,9,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ул. Свободы - ул. Фабрициуса,21,999,45,10000,3,75,2019-07-09 17:00:00,3,17,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0
Ярославское шоссе,21,999,45,10000,3,75,2019-07-09 17:00:00,3,17,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
A-103,18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,1,0,0,0,0,0,0,0,1,0,0,0
A-130,18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,1,0,0,0,0,0,0,0,1,0,0,0
M-10,18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-11,18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-3,18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-4,18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0
"Алтуфьевское ш., д.72-83 - Илимская ул. - ул. Пришвина",18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,0,1,0,1,0,0,0,0,0,1,1,0
Бусиновский проезд,18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Варшавское ш., д.16",18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,0,0,0,1,0,0,0,0,0,0,1,0
"Каширское - пр-т Андропова (съезд с каширки на Анропова, направление в центр) (2) 5-3",18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Каширское шоссе,18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Косинское шоссе,18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Мичуринский пр-т - ул. Никулинская,18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,0,1,0,0,0,1,0,0,0,1,0,1
Мякининский проезд,18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Одесская ул., д.3",18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0
Осташковское шоссе,18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"пр-т Андропова, д.25 - ул. Новинки",18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,0,1,0,0,0,1,0,0,0,1,0,1
"пр-т Андропова, д.36",18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Рязанский проспект,18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,0,0,0,0,0,0,1,0,0,0,0,1
Сколковское шоссе,18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0
ТТК - Варшавское ш. 5-4 (2) (по ТТК на восток),18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,0,0,0,1,0,0,0,0,0,0,1,0
"ТТК - пр-т Андропова (по Андропова в область) (3) 4-3, 3-2",18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - пр-т Мира (по ТТК на запад) 6-5 (2),18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - ш. Энтузиастов 	5-4 (2) (по ТТК на Юг) 6-5 (2) (по ТТК на Север) 5-3 (2) (по шоссе Энтузиастов в центр),18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,0,0,0,1,1,0,0,0,0,0,1,0
улица Генерала Дорохова,18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,0,0,1,0,0,0,0,0,0,1,0,0
улица Молдагуловой,18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,0,0,1,0,0,0,0,0,0,1,0,0
улица Свободы,18.61,1000,72,10000,8,75,2019-07-09 18:00:00,3,18,9,7,0,0,0,1,0,0,0,0,0,0,1,0,0
